SpdkAppStartException	lib/rocksdb/env_spdk.cc:353
_nvmf_ctrlr_destruct	lib/nvmf/ctrlr.c:618
_nvmf_ctrlr_disconnect_qpairs_on_pg	lib/nvmf/ctrlr.c:116
_nvmf_ctrlr_free_from_qpair	lib/nvmf/nvmf.c:1257
_nvmf_fc_close_qpair	lib/nvmf/fc.c:2221
_nvmf_fc_request_free	lib/nvmf/fc.c:1564
_nvmf_ns_resize	lib/nvmf/subsystem.c:1895
_nvmf_poll_group_add	lib/nvmf/nvmf.c:1134
_nvmf_poll_group_remove_subsystem_cb	lib/nvmf/nvmf.c:1673
_nvmf_qpair_destroy	lib/nvmf/nvmf.c:1349
_nvmf_qpair_disconnect_msg	lib/nvmf/nvmf.c:1393
_nvmf_rdma_qpair_abort_request	lib/nvmf/rdma.c:5156
_nvmf_rdma_register_poller_in_group	lib/nvmf/rdma.c:4126
_nvmf_rdma_remove_destroyed_device	lib/nvmf/rdma.c:4976
_nvmf_rdma_remove_poller_in_group	lib/nvmf/rdma.c:5012
_nvmf_rdma_remove_poller_in_group_cb	lib/nvmf/rdma.c:4997
_nvmf_request_complete	lib/nvmf/ctrlr.c:4704
_nvmf_shutdown_cb	examples/nvmf/nvmf/nvmf.c:785
_nvmf_subsystem_add_ctrlr	lib/nvmf/ctrlr.c:356
_nvmf_subsystem_add_listener_done	lib/nvmf/subsystem.c:1384
_nvmf_subsystem_destroy	lib/nvmf/subsystem.c:373
_nvmf_subsystem_destroy_msg	lib/nvmf/subsystem.c:365
_nvmf_subsystem_get_first_zoned_ns	lib/nvmf/subsystem.c:436
_nvmf_subsystem_get_ns	lib/nvmf/nvmf_internal.h:515
_nvmf_subsystem_state_change_complete	lib/nvmf/subsystem.c:592
_nvmf_tcp_pdu_payload_handle	lib/nvmf/tcp.c:2352
_nvmf_tcp_qpair_abort_request	lib/nvmf/tcp.c:4054
_nvmf_tcp_qpair_destroy	lib/nvmf/tcp.c:707
_nvmf_tgt_add_transport	lib/nvmf/nvmf.c:913
_nvmf_tgt_add_transport_done	lib/nvmf/nvmf.c:893
_nvmf_tgt_destroy_next_transport	lib/nvmf/nvmf.c:405
_nvmf_tgt_destroy_poll_group_done	module/event/subsystems/nvmf/nvmf_tgt.c:102
_nvmf_tgt_destroy_poll_groups_done	examples/nvmf/nvmf/nvmf.c:631
_nvmf_tgt_disconnect_qpairs	lib/nvmf/nvmf.c:290
_nvmf_tgt_pause_polling	lib/nvmf/nvmf.c:974
_nvmf_tgt_pause_polling_done	lib/nvmf/nvmf.c:963
_nvmf_tgt_remove_transport	lib/nvmf/nvmf.c:875
_nvmf_tgt_remove_transport_done	lib/nvmf/nvmf.c:866
_nvmf_tgt_resume_polling	lib/nvmf/nvmf.c:1036
_nvmf_tgt_resume_polling_done	lib/nvmf/nvmf.c:1025
_nvmf_tgt_subsystem_destroy	module/event/subsystems/nvmf/nvmf_tgt.c:295
_nvmf_transport_create_done	lib/nvmf/transport.c:220
_nvmf_transport_qpair_fini_complete	lib/nvmf/nvmf.c:1282
_nvmf_vfio_user_poll_group_add	lib/nvmf/vfio_user.c:5236
_nvmf_vfio_user_req_free	lib/nvmf/vfio_user.c:5334
_on_thread	lib/thread/thread.c:2064
_owner_set_description	lib/trace/trace_flags.c:274
_parse_log_level	lib/event/log_rpc.c:40
_part_cleanup	test/unit/lib/bdev/part.c/part_ut.c:92
_pci_env_init	lib/env_dpdk/pci.c:299
_pdu_write_done	lib/nvmf/tcp.c:1287
_performance_dump	examples/bdev/bdevperf/bdevperf.c:1544
_performance_dump_done	examples/bdev/bdevperf/bdevperf.c:1513
_poller_perf_end	test/thread/poller_perf/poller_perf.c:33
_posix_sock_accept	module/sock/posix/posix.c:1172
_posix_sock_close	test/unit/lib/sock/sock.c/sock_ut.c:842
_posix_sock_listen	module/sock/posix/posix.c:919
_post_completion_msg	lib/nvmf/vfio_user.c:4988
_prepare_compress_chunk	lib/reduce/reduce.c:1611
_prepare_compress_chunk_copy_user_buffers	lib/reduce/reduce.c:1564
_process_io_stailq	module/bdev/delay/vbdev_delay.c:144
_process_single_task	module/accel/dpdk_compressdev/accel_dpdk_compressdev.c:626
_pt_complete_io	module/bdev/lvol/vbdev_lvol.c:1528
_pt_complete_io_after_migrate	module/bdev/lvol/vbdev_lvol.c:1735
_pt_complete_zcopy_io	module/bdev/passthru/vbdev_passthru.c:169
_put_task	lib/accel/accel.c:303
_qp_reset_failed_recvs	lib/nvmf/rdma.c:4534
_raid0_submit_null_payload_request	module/bdev/raid/raid0.c:265
_raid0_submit_null_payload_request_	module/bdev/raid/bdev_raid.c:622
_raid0_submit_rw_request	module/bdev/raid/raid0.c:59
_raid1_process_submit_write	module/bdev/raid/raid1.c:521
_raid1_submit_null_payload_request	module/bdev/raid/raid1.c:355
_raid1_submit_rw_request	module/bdev/raid/raid1.c:212
_raid5f_process_submit_write	module/bdev/raid/raid5f.c:1156
_raid5f_submit_rw_request	module/bdev/raid/raid5f.c:672
_raid5f_xor_stripe_cb	module/bdev/raid/raid5f.c:214
_raid_bdev_configure_base_bdev_cont	module/bdev/raid/bdev_raid.c:3304
_raid_bdev_destruct	module/bdev/raid/bdev_raid.c:490
_raid_bdev_fail_base_bdev	module/bdev/raid/bdev_raid.c:2427
_raid_bdev_io_type_supported	module/bdev/raid/bdev_raid.c:1148
_raid_bdev_process_base_bdev_remove	module/bdev/raid/bdev_raid.c:2263
_raid_bdev_process_base_bdev_remove_cont	module/bdev/raid/bdev_raid.c:2239
_raid_bdev_process_finish	module/bdev/raid/bdev_raid.c:2788
_raid_bdev_process_finish_done	module/bdev/raid/bdev_raid.c:2646
_raid_bdev_process_thread_run	module/bdev/raid/bdev_raid.c:2947
_raid_bdev_submit_reset_request	module/bdev/raid/bdev_raid.c:872
_raid_bdev_unregistering_cont	module/bdev/raid/bdev_raid.c:1819
_raid_bdev_write_superblock	module/bdev/raid/bdev_raid_sb.c:354
_rbd_update_callback	module/bdev/rbd/bdev_rbd.c:96
_rdma_free_mem_map	lib/rdma_utils/rdma_utils.c:116
_rdma_get_dev	test/unit/lib/rdma/common.c/common_ut.c:126
_rdma_utils_fini	lib/rdma_utils/rdma_utils.c:426
_reactor_remove_lw_thread	lib/event/reactor.c:902
_reactor_request_thread_reschedule	lib/event/reactor.c:1324
_reactor_run	lib/event/reactor.c:951
_reactor_schedule_thread	lib/event/reactor.c:1225
_reactor_set_interrupt_mode	lib/event/reactor.c:420
_reactor_set_notify_cpuset	lib/event/reactor.c:378
_reactor_set_notify_cpuset_cpl	lib/event/reactor.c:398
_reactor_set_thread_interrupt_mode	lib/event/reactor.c:412
_reactors_scheduler_balance	lib/event/reactor.c:809
_reactors_scheduler_cancel	lib/event/reactor.c:793
_reactors_scheduler_fini	lib/event/reactor.c:760
_reactors_scheduler_gather_metrics	lib/event/reactor.c:826
_reactors_scheduler_update_core_mode	lib/event/reactor.c:769
_reactors_stop	lib/event/reactor.c:1137
_read_decompress_done	lib/reduce/reduce.c:1714
_read_md	lib/ftl/ftl_band_ops.c:451
_read_memory_domain_memzero_done	lib/blob/zeroes.c:63
_read_read_done	lib/reduce/reduce.c:1749
_read_sysfs_attribute	test/unit/lib/util/file.c/file_ut.c:11
_read_write	test/unit/lib/reduce/reduce.c/reduce_ut.c:848
_readv_writev	test/unit/lib/reduce/reduce.c/reduce_ut.c:1009
_reduce_destroy_cb	module/bdev/compress/vbdev_compress.c:521
_reduce_persist	lib/reduce/reduce.c:171
_reduce_rw_blocks_cb	module/bdev/compress/vbdev_compress.c:92
_reduce_unmap_partial_chunk_complete	lib/reduce/reduce.c:2053
_reduce_vol_complete_req	lib/reduce/reduce.c:1135
_reduce_vol_compress_chunk	lib/reduce/reduce.c:1469
_reduce_vol_decompress_chunk	lib/reduce/reduce.c:1499
_reduce_vol_decompress_chunk_scratch	lib/reduce/reduce.c:1483
_reduce_vol_get_chunk_map	lib/reduce/reduce.c:225
_reduce_vol_get_chunk_struct_size	lib/reduce/reduce.c:205
_reduce_vol_op_complete	test/unit/lib/reduce/reduce.c/reduce_ut.c:1685
_reduce_vol_read_chunk	lib/reduce/reduce.c:1783
_reduce_vol_req_get_backing_io	lib/reduce/reduce.c:1237
_reduce_vol_reset_chunk	lib/reduce/reduce.c:1162
_remove_base_bdev	module/bdev/ocf/vbdev_ocf.c:153
_remove_file_from_cache_pool	lib/blobfs/blobfs.c:2101
_remove_notify	lib/bdev/bdev.c:8343
_req_cb	test/unit/lib/sock/posix.c/posix_ut.c:41
_req_pdu_write_done	lib/nvmf/tcp.c:1262
_request_spans_chunk_boundary	lib/reduce/reduce.c:1121
_resize_notify	lib/bdev/bdev.c:5620
_retry_qid_check	lib/nvmf/ctrlr.c:330
_rpc_bdev_aio_delete_cb	module/bdev/aio/bdev_aio_rpc.c:143
_rpc_bdev_compress_delete_cb	module/bdev/compress/vbdev_compress_rpc.c:224
_rpc_bdev_ftl_get_stats	module/bdev/ftl/bdev_ftl_rpc.c:209
_rpc_bdev_histogram_data_cb	lib/bdev/bdev_rpc.c:1087
_rpc_bdev_nvme_get_io_paths	module/bdev/nvme/bdev_nvme_rpc.c:2145
_rpc_bdev_rbd_delete_cb	module/bdev/rbd/bdev_rbd_rpc.c:138
_rpc_bdev_uring_delete_cb	module/bdev/uring/bdev_uring_rpc.c:130
_rpc_bdev_xnvme_delete_cb	module/bdev/xnvme/bdev_xnvme_rpc.c:90
_rpc_blobfs_create_done	module/blobfs/bdev/blobfs_bdev_rpc.c:183
_rpc_blobfs_detect_done	module/blobfs/bdev/blobfs_bdev_rpc.c:86
_rpc_blobfs_mount_done	module/blobfs/bdev/blobfs_bdev_rpc.c:254
_rpc_client_wait_for_response	test/rpc_client/rpc_client_test.c:27
_rpc_delete_zone_block_cb	module/bdev/zone_block/vbdev_zone_block_rpc.c:89
_rpc_framework_get_reactors	lib/event/app_rpc.c:355
_rpc_get_vhost_controller	lib/vhost/vhost_rpc.c:403
_rpc_iscsi_delete_portal_group	lib/iscsi/iscsi_rpc.c:826
_rpc_iscsi_enable_histogram	lib/iscsi/iscsi_rpc.c:1842
_rpc_iscsi_get_connections	lib/iscsi/iscsi_rpc.c:947
_rpc_iscsi_get_connections_done	lib/iscsi/iscsi_rpc.c:936
_rpc_iscsi_get_stats	lib/iscsi/iscsi_rpc.c:1047
_rpc_iscsi_get_stats_done	lib/iscsi/iscsi_rpc.c:1007
_rpc_iscsi_start_portal_group	lib/iscsi/iscsi_rpc.c:849
_rpc_nvmf_get_stats	lib/nvmf/nvmf_rpc.c:2772
_rpc_thread_get_io_channels	lib/event/app_rpc.c:306
_rpc_thread_get_pollers	lib/event/app_rpc.c:247
_rpc_thread_get_stats	lib/event/app_rpc.c:168
_rpc_thread_set_cpumask	lib/event/app_rpc.c:697
_rpc_vhost_delete_controller	lib/vhost/vhost_rpc.c:390
_run_events_till_completion	test/unit/lib/event/reactor.c/reactor_ut.c:504
_schedule_thread	lib/event/reactor.c:1180
_scheduler_find	lib/event/reactor.c:68
_scsi_lun_execute_mgmt_task	lib/scsi/lun.c:118
_scsi_lun_execute_task	lib/scsi/lun.c:185
_scsi_lun_handle_unit_attention	lib/scsi/lun.c:101
_scsi_lun_has_pending_mgmt_tasks	lib/scsi/lun.c:39
_scsi_lun_has_pending_tasks	lib/scsi/lun.c:51
_scsi_lun_hot_remove	lib/scsi/lun.c:346
_scsi_lun_remove	lib/scsi/lun.c:269
_second_close_cb	test/unit/lib/sock/sock.c/sock_ut.c:743
_set_buffer	lib/reduce/reduce.c:343
_set_compbdev_name	module/bdev/compress/vbdev_compress.c:1261
_set_core_freq_max	module/scheduler/dpdk_governor/dpdk_governor.c:73
_set_core_freq_min	module/scheduler/dpdk_governor/dpdk_governor.c:79
_set_md_interleave_iovs_multi_segments_test	test/unit/lib/util/dif.c/dif_ut.c:3461
_set_md_interleave_iovs_test	test/unit/lib/util/dif.c/dif_ut.c:2897
_set_pmd	module/accel/dpdk_compressdev/accel_dpdk_compressdev.c:683
_set_preferred_path_cb	test/unit/lib/bdev/nvme/bdev_nvme.c/bdev_nvme_ut.c:6289
_set_thread_name	lib/event/reactor.c:687
_sock	test/unit/lib/sock/sock.c/sock_ut.c:338
_sock_check_zcopy	module/sock/posix/posix.c:1291
_sock_close	test/unit/lib/sock/sock.c/sock_ut.c:750
_sock_flush	module/sock/posix/posix.c:1389
_sock_group	test/unit/lib/sock/sock.c/sock_ut.c:487
_sock_group_impl_close	module/sock/posix/posix.c:2315
_sock_group_impl_create	module/sock/posix/posix.c:1893
_sock_map_entry_alloc	lib/sock/sock.c:54
_sock_posix_connect_async	module/sock/posix/posix.c:1002
_sock_prep_cancel_task	module/sock/uring/uring.c:1217
_sock_prep_errqueue	module/sock/uring/uring.c:1116
_sock_prep_read	module/sock/uring/uring.c:1190
_spdk_bdev_io_op	test/unit/lib/scsi/scsi_bdev.c/scsi_bdev_ut.c:213
_spdk_bdev_unregister_cb	test/unit/lib/bdev/vbdev_lvol.c/vbdev_lvol_ut.c:480
_spdk_fio_add_file	app/fio/bdev/fio_plugin.c:644
_spdk_fsdev_copy_file_range_cb	lib/fsdev/fsdev_io.c:1217
_spdk_fsdev_create_cb	lib/fsdev/fsdev_io.c:1112
_spdk_fsdev_fallocate_cb	lib/fsdev/fsdev_io.c:1183
_spdk_fsdev_flock_cb	lib/fsdev/fsdev_io.c:1081
_spdk_fsdev_flush_cb	lib/fsdev/fsdev_io.c:917
_spdk_fsdev_fopen_cb	lib/fsdev/fsdev_io.c:566
_spdk_fsdev_forget_cb	lib/fsdev/fsdev_io.c:151
_spdk_fsdev_fsync_cb	lib/fsdev/fsdev_io.c:730
_spdk_fsdev_fsyncdir_cb	lib/fsdev/fsdev_io.c:1050
_spdk_fsdev_getattr_cb	lib/fsdev/fsdev_io.c:181
_spdk_fsdev_getxattr_cb	lib/fsdev/fsdev_io.c:809
_spdk_fsdev_interrupt_cb	lib/fsdev/fsdev_io.c:1155
_spdk_fsdev_link_cb	lib/fsdev/fsdev_io.c:527
_spdk_fsdev_listxattr_cb	lib/fsdev/fsdev_io.c:848
_spdk_fsdev_lookup_cb	lib/fsdev/fsdev_io.c:114
_spdk_fsdev_mkdir_cb	lib/fsdev/fsdev_io.c:364
_spdk_fsdev_mknod_cb	lib/fsdev/fsdev_io.c:322
_spdk_fsdev_mount_cb	lib/fsdev/fsdev_io.c:57
_spdk_fsdev_opendir_cb	lib/fsdev/fsdev_io.c:947
_spdk_fsdev_read_cb	lib/fsdev/fsdev_io.c:596
_spdk_fsdev_readdir_emum_clb	lib/fsdev/fsdev_io.c:987
_spdk_fsdev_readdir_entry_clb	lib/fsdev/fsdev_io.c:977
_spdk_fsdev_readlink_cb	lib/fsdev/fsdev_io.c:244
_spdk_fsdev_release_cb	lib/fsdev/fsdev_io.c:700
_spdk_fsdev_releasedir_cb	lib/fsdev/fsdev_io.c:1020
_spdk_fsdev_removexattr_cb	lib/fsdev/fsdev_io.c:880
_spdk_fsdev_rename_cb	lib/fsdev/fsdev_io.c:479
_spdk_fsdev_rmdir_cb	lib/fsdev/fsdev_io.c:442
_spdk_fsdev_setattr_cb	lib/fsdev/fsdev_io.c:211
_spdk_fsdev_setxattr_cb	lib/fsdev/fsdev_io.c:761
_spdk_fsdev_statfs_cb	lib/fsdev/fsdev_io.c:672
_spdk_fsdev_symlink_cb	lib/fsdev/fsdev_io.c:274
_spdk_fsdev_umount_cb	lib/fsdev/fsdev_io.c:87
_spdk_fsdev_unlink_cb	lib/fsdev/fsdev_io.c:405
_spdk_fsdev_write_cb	lib/fsdev/fsdev_io.c:634
_spdk_rpc_close	lib/rpc/rpc.c:379
_spdk_rpc_listen	lib/rpc/rpc.c:149
_sprintf_alloc	lib/env_dpdk/init.c:41
_start_readv_request	lib/reduce/reduce.c:1827
_start_subsystem_fini	lib/event/app.c:1022
_start_unmap_request_full_chunk	lib/reduce/reduce.c:1977
_start_writev_request	lib/reduce/reduce.c:1901
_stop_discovery	module/bdev/nvme/bdev_nvme.c:7507
_stop_init_thread	test/accel/dif/dif.c:2161
_stop_session	lib/vhost/rte_vhost_user.c:840
_submit_single	examples/accel/perf/accel_perf.c:686
_submit_to_hw	lib/idxd/idxd.c:46
_subsystem_add_listen_done	test/unit/lib/nvmf/ctrlr_discovery.c/ctrlr_discovery_ut.c:253
_subsystem_find	lib/init/subsystem.c:47
_supports_algo	test/unit/lib/accel/accel.c/accel_ut.c:125
_supports_opcode	test/unit/lib/accel/accel.c/accel_ut.c:116
_sw_accel_compress	lib/accel/accel_sw.c:443
_sw_accel_compress_deflate	lib/accel/accel_sw.c:296
_sw_accel_compress_lz4	lib/accel/accel_sw.c:198
_sw_accel_crc32cv	lib/accel/accel_sw.c:192
_sw_accel_decompress	lib/accel/accel_sw.c:457
_sw_accel_decompress_deflate	lib/accel/accel_sw.c:388
_sw_accel_decompress_lz4	lib/accel/accel_sw.c:248
_sw_accel_decrypt	lib/accel/accel_sw.c:591
_sw_accel_dif_generate	lib/accel/accel_sw.c:641
_sw_accel_dif_generate_copy	lib/accel/accel_sw.c:650
_sw_accel_dif_verify	lib/accel/accel_sw.c:619
_sw_accel_dif_verify_copy	lib/accel/accel_sw.c:629
_sw_accel_dix_generate	lib/accel/accel_sw.c:661
_sw_accel_dix_verify	lib/accel/accel_sw.c:671
_sw_accel_encrypt	lib/accel/accel_sw.c:572
_sw_accel_fill	lib/accel/accel_sw.c:174
_sw_accel_xor	lib/accel/accel_sw.c:610
_tcp_write_pdu	lib/nvme/nvme_tcp.c:500
_test_raid1_read_balancing	test/unit/lib/bdev/raid/raid1.c/raid1_ut.c:204
_test_raid1_read_error	test/unit/lib/bdev/raid/raid1.c/raid1_ut.c:332
_test_raid1_write_error	test/unit/lib/bdev/raid/raid1.c/raid1_ut.c:266
_test_reservation_exclusive_access_regs_only_and_all_regs	test/unit/lib/nvmf/ctrlr.c/ctrlr_ut.c:1647
_test_reservation_write_exclusive_regs_only_and_all_regs	test/unit/lib/nvmf/ctrlr.c/ctrlr_ut.c:1596
_test_setup	test/unit/lib/bdev/raid/bdev_raid_sb.c/bdev_raid_sb_ut.c:31
_thread_exit	lib/thread/thread.c:1194
_thread_lib_init	lib/thread/thread.c:360
_thread_op	test/unit/lib/thread/thread.c/thread_ut.c:36
_thread_op_supported	test/unit/lib/thread/thread.c/thread_ut.c:25
_thread_remove_pollers	lib/thread/thread.c:1170
_thread_schedule	test/unit/lib/thread/thread.c/thread_ut.c:19
_threads_reschedule	lib/event/reactor.c:734
_threads_reschedule_thread	lib/event/reactor.c:716
_tmp_bdev_event_cb	lib/bdev/bdev.c:5500
_tmp_fsdev_event_cb	lib/fsdev/fsdev.c:978
_to_next_boundary	lib/bdev/bdev.c:3206
_to_size_with_md	lib/util/dif.c:2161
_ublk_close_dev_retry	lib/ublk/ublk.c:1019
_ublk_fini	lib/ublk/ublk.c:825
_ublk_fini_done	lib/ublk/ublk.c:764
_ublk_free_dev	lib/ublk/ublk.c:1762
_ublk_get_device_state_retry	lib/ublk/ublk.c:323
_ublk_submit_bdev_io	lib/ublk/ublk.c:1246
_update_crc32c_test	test/unit/lib/util/dif.c/dif_ut.c:3873
_update_write_flags	lib/idxd/idxd.c:640
_ut_vbdev_crypto_bdev_cpl	test/unit/lib/bdev/crypto.c/crypto_ut.c:117
_validate_cb	lib/ftl/ftl_debug.h:28
_validate_vol_params	lib/reduce/reduce.c:239
_vbdev_compress_delete_done	module/bdev/compress/vbdev_compress.c:1363
_vbdev_compress_destruct_cb	module/bdev/compress/vbdev_compress.c:480
_vbdev_crypto_destruct	module/bdev/crypto/vbdev_crypto.c:418
_vbdev_delay_destruct	module/bdev/delay/vbdev_delay.c:109
_vbdev_error_create	module/bdev/error/vbdev_error.c:392
_vbdev_get_lvol_store_by_uuid	module/bdev/lvol/vbdev_lvol.c:610
_vbdev_gpt_submit_request	module/bdev/gpt/vbdev_gpt.c:188
_vbdev_lvol_change_bdev_alias	module/bdev/lvol/vbdev_lvol.c:106
_vbdev_lvol_create_cb	module/bdev/lvol/vbdev_lvol.c:2376
_vbdev_lvol_destroy	module/bdev/lvol/vbdev_lvol.c:816
_vbdev_lvol_destroy_cb	module/bdev/lvol/vbdev_lvol.c:714
_vbdev_lvol_rename_cb	module/bdev/lvol/vbdev_lvol.c:2903
_vbdev_lvol_resize_cb	module/bdev/lvol/vbdev_lvol.c:2941
_vbdev_lvol_set_read_only_cb	module/bdev/lvol/vbdev_lvol.c:3023
_vbdev_lvol_shallow_copy_cb	module/bdev/lvol/vbdev_lvol.c:3562
_vbdev_lvol_unregister_cb	module/bdev/lvol/vbdev_lvol.c:678
_vbdev_lvol_unregister_unload_lvs	module/bdev/lvol/vbdev_lvol.c:661
_vbdev_lvs_are_lvols_closed	module/bdev/lvol/vbdev_lvol.c:417
_vbdev_lvs_create_cb	module/bdev/lvol/vbdev_lvol.c:206
_vbdev_lvs_examine_cb	module/bdev/lvol/vbdev_lvol.c:3220
_vbdev_lvs_examine_done	module/bdev/lvol/vbdev_lvol.c:3119
_vbdev_lvs_examine_failed	module/bdev/lvol/vbdev_lvol.c:3125
_vbdev_lvs_examine_finish	module/bdev/lvol/vbdev_lvol.c:3133
_vbdev_lvs_remove_bdev_unregistered_cb	module/bdev/lvol/vbdev_lvol.c:430
_vbdev_lvs_remove_cb	module/bdev/lvol/vbdev_lvol.c:367
_vbdev_lvs_remove_lvol_cb	module/bdev/lvol/vbdev_lvol.c:386
_vbdev_lvs_rename_cb	module/bdev/lvol/vbdev_lvol.c:320
_vbdev_ocf_destruct_clean	module/bdev/ocf/vbdev_ocf.c:389
_vbdev_ocf_destruct_dirty	module/bdev/ocf/vbdev_ocf.c:405
_vbdev_opal_destruct	module/bdev/nvme/vbdev_opal.c:108
_vbdev_opal_submit_request	module/bdev/nvme/vbdev_opal.c:153
_vbdev_passthru_destruct	module/bdev/passthru/vbdev_passthru.c:105
_vbdev_reduce_init_cb	module/bdev/compress/vbdev_compress.c:735
_vbdev_reduce_load_cb	module/bdev/compress/vbdev_compress.c:1431
_vbdev_reduce_load_unload_cb	module/bdev/compress/vbdev_compress.c:1426
_vbdev_split_destruct	module/bdev/split/vbdev_split.c:78
_vbdev_split_submit_request	module/bdev/split/vbdev_split.c:121
_vdev_vq_worker	lib/vhost/vhost_blk.c:915
_vector_memcmp	examples/accel/perf/accel_perf.c:841
_vfio_iommu_map_dma	lib/env_dpdk/memory.c:773
_vfio_iommu_unmap_dma	lib/env_dpdk/memory.c:856
_vfio_user_endpoint_resume_done_msg	lib/nvmf/vfio_user.c:3190
_vfio_user_qpair_disconnect	lib/nvmf/vfio_user.c:4901
_vfio_user_relisten	lib/nvmf/vfio_user.c:4339
_vfu_virtio_blk_bdev_close	module/vfu_device/vfu_virtio_blk.c:367
_vfu_virtio_fs_fuse_disp_delete	module/vfu_device/vfu_virtio_fs.c:306
_vfu_virtio_fs_fuse_dispatcher_delete_cpl	module/vfu_device/vfu_virtio_fs.c:291
_vhost_blk_vq_register_interrupt	lib/vhost/vhost_blk.c:1089
_virtio_blk_stop_msg	module/vfu_device/vfu_virtio_blk.c:119
_virtio_fs_stop_msg	module/vfu_device/vfu_virtio_fs.c:122
_virtio_scsi_dev_scan_finish	module/bdev/virtio/bdev_virtio_scsi.c:1020
_virtio_scsi_dev_scan_init	module/bdev/virtio/bdev_virtio_scsi.c:1552
_virtio_scsi_dev_scan_next	module/bdev/virtio/bdev_virtio_scsi.c:1513
_virtio_scsi_dev_scan_tgt	module/bdev/virtio/bdev_virtio_scsi.c:1592
_virtio_scsi_dev_unregister_cb	module/bdev/virtio/bdev_virtio_scsi.c:1684
_vol_get_chunk_map_index	test/unit/lib/reduce/reduce.c/reduce_ut.c:724
_vtophys	lib/idxd/idxd.c:61
_worker_stop	examples/accel/perf/accel_perf.c:1079
_write_compress_done	lib/reduce/reduce.c:1451
_write_decompress_done	lib/reduce/reduce.c:1663
_write_maps	test/unit/lib/reduce/reduce.c/reduce_ut.c:750
_write_read_done	lib/reduce/reduce.c:1686
_write_write_done	lib/reduce/reduce.c:1193
_xfer_test	test/unit/lib/scsi/scsi_bdev.c/scsi_bdev_ut.c:881
_xnvme_submit_request	module/bdev/xnvme/bdev_xnvme.c:187
_zone_block_ch_create_cb	module/bdev/zone_block/vbdev_zone_block.c:591
_zone_block_ch_destroy_cb	module/bdev/zone_block/vbdev_zone_block.c:605
_zone_block_complete_read	module/bdev/zone_block/vbdev_zone_block.c:437
_zone_block_complete_unmap	module/bdev/zone_block/vbdev_zone_block.c:242
_zone_block_complete_write	module/bdev/zone_block/vbdev_zone_block.c:345
_zone_block_destruct	module/bdev/zone_block/vbdev_zone_block.c:145
abort_complete	examples/nvme/abort/abort.c:285
abort_delayed_io	module/bdev/delay/vbdev_delay.c:355
abort_done	test/unit/lib/bdev/bdev.c/bdev_ut.c:5347
abort_inflight_reqs_for_rmt_lvol	lib/lvol/lvol.c:5042
abort_pending_mgmt_tasks_when_lun_is_removed	test/unit/lib/scsi/lun.c/lun_ut.c:681
abort_queued_datain_task_test	test/unit/lib/iscsi/conn.c/conn_ut.c:681
abort_queued_datain_tasks_test	test/unit/lib/iscsi/conn.c/conn_ut.c:766
abort_request	test/unit/lib/nvme/nvme_fabric.c/nvme_fabric_ut.c:210
abort_task	examples/nvme/abort/abort.c:300
abort_zcopy_io	module/bdev/delay/vbdev_delay.c:320
aborted_reset	test/unit/lib/bdev/mt/bdev.c/bdev_ut.c:616
aborted_reset_done	test/unit/lib/bdev/mt/bdev.c/bdev_ut.c:605
aborted_reset_no_outstanding_io	test/unit/lib/bdev/mt/bdev.c/bdev_ut.c:672
accel_add_stats	lib/accel/accel.c:3080
accel_aes_xts_keys_equal	lib/accel/accel.c:2678
accel_comp_poll	lib/accel/accel_sw.c:682
accel_compare_iovs	lib/accel/accel.c:2427
accel_compress_exit	module/accel/dpdk_compressdev/accel_dpdk_compressdev.c:946
accel_compress_get_ctx_size	module/accel/dpdk_compressdev/accel_dpdk_compressdev.c:837
accel_compress_init	module/accel/dpdk_compressdev/accel_dpdk_compressdev.c:714
accel_compress_write_config_json	module/accel/dpdk_compressdev/accel_dpdk_compressdev.c:807
accel_compressdev_enable_probe	module/accel/dpdk_compressdev/accel_dpdk_compressdev.c:327
accel_create_channel	lib/accel/accel.c:2978
accel_crypto_key_destroy_unsafe	lib/accel/accel.c:2662
accel_crypto_key_free_mem	lib/accel/accel.c:2637
accel_destroy_channel	lib/accel/accel.c:3101
accel_dif_generate_copy_op_buf_align_validate	test/accel/dif/dif.c:1976
accel_dif_generate_copy_op_dif_generated_apptag_check	test/accel/dif/dif.c:1753
accel_dif_generate_copy_op_dif_generated_do_check	test/accel/dif/dif.c:1634
accel_dif_generate_copy_op_dif_generated_guard_check	test/accel/dif/dif.c:1741
accel_dif_generate_copy_op_dif_generated_no_apptag_check_flag_set	test/accel/dif/dif.c:1829
accel_dif_generate_copy_op_dif_generated_no_guard_check_flag_set	test/accel/dif/dif.c:1777
accel_dif_generate_copy_op_dif_generated_no_reftag_check_flag_set	test/accel/dif/dif.c:1881
accel_dif_generate_copy_op_dif_generated_reftag_check	test/accel/dif/dif.c:1765
accel_dif_generate_copy_op_iovecs_len_validate	test/accel/dif/dif.c:1933
accel_dif_generate_copy_sequence_dif_generated_apptag_check	test/accel/dif/dif.c:2079
accel_dif_generate_copy_sequence_dif_generated_do_check	test/accel/dif/dif.c:2017
accel_dif_generate_copy_sequence_dif_generated_guard_check	test/accel/dif/dif.c:2073
accel_dif_generate_copy_sequence_dif_generated_reftag_check	test/accel/dif/dif.c:2085
accel_dif_generate_copy_sequence_test	test/accel/dif/dif.c:540
